Constituency Name,ConstituencyName (PC all relatives.csv),District Name,DistrictName (PC all relatives.csv),Family ID,FamilyID (PC all relatives.csv),Father/Husband Name,Table Name,UID,States,States Str,Name,Name (PC all relatives.csv),Winning Candidate,Party,pc name,Political Role,PoliticalRole (PC all relatives.csv),Relation,Relation (PC all relatives.csv),Name1,UID(AC/PC all relatives),Relation(AC/PC),state,State Name,StateName (PC all relatives.csv),PoliticalRole(AC and PC),Type,UID (AC all recent relatives.csv),UID (PC all relatives.csv),Years Held,YearsHeld (PC all relatives.csv),YearsHeld(AC/PC),Age,Poll %,Total electors(AC/PC),Total Votes(AC/PC),electors,Margin,Margin %,No,Total Electors,Total Votes,turnout,votes,if Dynasty
Machilipatnam,,Krishna,,95,,,AC_all_winning_cand.csv,AP2024AC70,Andhra Pradesh,Andhra Pradesh,Nuzvid,,Kolusu Parthasarathy,Telugu Desam,,Member of Parliament (Lok Sabha),,Father,,Kolusu Peda Reddaiah,AP2024AC70,Father,,Andhra Pradesh,,Member of Parliament (Lok Sabha),,AP2024AC70,,1991-1996,,1991-1996,,51.12,,108229,,,,70,,108229,,,1
,,,,,,Rama Sheshagiri Rao Yarlagadda,AC_all_winning_cand.csv,AP2024AC71,Andhra Pradesh,Andhra Pradesh,Gannavaram,,Yarlagadda Venkata Rao,Telugu Desam,,,,,,,,,,,,,,,,,,,49,56.59,,135552,,,,71,,135552,,,0
,,,,,,VENKATESWARLU (LATE),AC_all_winning_cand.csv,AP2024AC72,Andhra Pradesh,Andhra Pradesh,Gudivada,,Venigandla Ramu,Telugu Desam,,,,,,,,,,,,,,,,,,,54,64.09,,109980,,,,72,,109980,,,0
,,,,,,VIJAYA SIMHA,AC_all_winning_cand.csv,AP2024AC73,Andhra Pradesh,Andhra Pradesh,Kaikalur,,Kamineni Srinivas,Bharatiya Janata Party,,,,,,,,,,,,,,,,,,,76,60.38,,109280,,,,73,,109280,,,0
Pedana,,Krishna,,99,,,AC_all_winning_cand.csv,AP2024AC74,Andhra Pradesh,Andhra Pradesh,Pedana,,Kagitha Krishna Prasad,Telugu Desam,,Member of Legislative Assembly (MLA),,Father,,Kagitha Venkata Rao,AP2024AC74,Father,,Andhra Pradesh,,Member of Legislative Assembly (MLA),,AP2024AC74,,2014-2019,,2014-2019,,60.95,,91394,,,,74,,91394,,,1
Unknown,,Unknown,,100,,,AC_all_winning_cand.csv,AP2024AC75,Andhra Pradesh,Andhra Pradesh,Machilipatnam,,Kollu Ravindra,Telugu Desam,,Former Cabinet Minister of United Andhra Pradesh,,Father-in-law,,Nadakuditi Narasimha Rao,AP2024AC75,Father-in-law,,Andhra Pradesh,,Former Cabinet Minister of United Andhra Pradesh,,AP2024AC75,,Unknown,,Unknown,,63.73,,105044,,,,75,,105044,,,1
Avanigadda,,Krishna,,101,,,AC_all_winning_cand.csv,AP2024AC76,Andhra Pradesh,Andhra Pradesh,Avanigadda,,Mandali Buddha Prasad,Janasena Party,,"MLA, Avanigadda (Andhra Pradesh Legislative Assembly)",,Father,,Mandali Venkata Krishna Rao,AP2024AC76,Father,,Andhra Pradesh,,"MLA, Avanigadda (Andhra Pradesh Legislative Assembly)",,AP2024AC76,,"1972–1977, 1978–1983, 1983–1985, 1989–1994",,"1972–1977, 1978–1983, 1983–1985, 1989–1994",,60.85,,113460,,,,76,,113460,,,1
"Pamarru (contested 2014 Assembly election), In-charge of Pamarru TDP Assembly constituency",,Krishna,,102,,,AC_all_winning_cand.csv,AP2024AC77,Andhra Pradesh,Andhra Pradesh,Pamarru,,Varla Kumar Raja,Telugu Desam,,TDP Politburo Member; Former MLA Candidate; Active Leader and Critic in Andhra Pradesh Politics,,Father,,Varla Ramaiah,AP2024AC77,Father,,Andhra Pradesh,,TDP Politburo Member; Former MLA Candidate; Active Leader and Critic in Andhra Pradesh Politics,SC,AP2024AC77,,"Contested Assembly Elections in 2014, Active until present",,"Contested Assembly Elections in 2014, Active until present",,57.13,,94189,,,,77,,94189,,,1
,,,,,,VENKATESWARA RAO,AC_all_winning_cand.csv,AP2024AC78,Andhra Pradesh,Andhra Pradesh,Penamaluru,,Bode Prasad,Telugu Desam,,,,,,,,,,,,,,,,,,,56,61.26,,144912,,,,78,,144912,,,0
,,,,,,Late. Y. JANARDHANA RAO,AC_all_winning_cand.csv,AP2024AC79,Andhra Pradesh,Andhra Pradesh,Vijayawada West,,Sujana Chowdary,Bharatiya Janata Party,,,,,,,,,,,,,,,,,,,62,61.49,,105669,,,,79,,105669,,,0
,,,,,,,AC_all_winning_cand.csv,AP2024AC80,Andhra Pradesh,Andhra Pradesh,Vijayawada Central,,Bonda Umamaheswara Rao,Telugu Desam,,,,,,,,,,,,,,,,,,,,63.52,,130034,,,,80,,130034,,,0
Krishna Zilla Parishad,,Krishna,,106,,SUBBAIAH,AC_all_winning_cand.csv,AP2024AC81,Andhra Pradesh,Andhra Pradesh,Vijayawada East,,Gadde Rama Mohan,Telugu Desam,,Krishna Zilla Parishad Chairperson,,Spouse,,Gadde Anuradha,AP2024AC81,Spouse,,Andhra Pradesh,,Krishna Zilla Parishad Chairperson,,AP2024AC81,,2014–2019,,2014–2019,67,60.66,,118841,,,,81,,118841,,,1
"Nandigama (historically), other",,Krishna (now NTR),,107,,Vasantha Nageswara Rao,AC_all_winning_cand.csv,AP2024AC82,Andhra Pradesh,Andhra Pradesh,Mylavaram,,Vasantha Venkata Krishna Prasad,Telugu Desam,,"Former Home Minister of Andhra Pradesh, MLA, proponent of Jai Andhra movement",,Father,,Vasantha Nageswara Rao,AP2024AC82,Father,,Andhra Pradesh,,"Former Home Minister of Andhra Pradesh, MLA, proponent of Jai Andhra movement",,AP2024AC82,,"1970s-1980s (Home Minister MLA), other roles across decades",,"1970s-1980s (Home Minister MLA), other roles across decades",54,56.61,,137338,,,,82,,137338,,,1
Nandigama,,Krishna (now NTR),,108,,PRABHAKARA RAO,AC_all_winning_cand.csv,AP2024AC83,Andhra Pradesh,Andhra Pradesh,Nandigama,,Tangirala Sowmya,Telugu Desam,,"MLA, Andhra Pradesh Legislative Assembly",,Father,,Tangirala Prabhakara Rao,AP2024AC83,Father,,Andhra Pradesh,,"MLA, Andhra Pradesh Legislative Assembly",SC,AP2024AC83,,2009-2014,,2009-2014,43,56.16,,102201,,,,83,,102201,,,1
,,,,,,KRISHNA RAO,AC_all_winning_cand.csv,AP2024AC84,Andhra Pradesh,Andhra Pradesh,Jaggayyapeta,,Rajagopal Sreeram,Telugu Desam,,,,,,,,,,,,,,,,,,,59,52.98,,98479,,,,84,,98479,,,0
Pedakurapadu,,Palnadu,,110,,VENKATARAO,AC_all_winning_cand.csv,AP2024AC85,Andhra Pradesh,Andhra Pradesh,Pedakurapadu,,Bhashyam Praveen,Telugu Desam,,"Member of Legislative Assembly (MLA), Pedakurapadu",,Father-in-law,,Namburu Sankara Rao,AP2024AC85,Father-in-law,,Andhra Pradesh,,"Member of Legislative Assembly (MLA), Pedakurapadu",,AP2024AC85,,2019-2024,,2019-2024,47,53.97,,112957,,,,85,,112957,,,1
,,,,,,JOHNNESS,AC_all_winning_cand.csv,AP2024AC86,Andhra Pradesh,Andhra Pradesh,Tadikonda,,Tenali Sravan Kumar,Telugu Desam,,,,,,,,,,,,,SC,,,,,,60,59.52,,109585,,,,86,,109585,,,0
Kuppam,,Chittoor,,112,,NARA CHANDRA BABU NAIDU,AC_all_winning_cand.csv,AP2024AC87,Andhra Pradesh,Andhra Pradesh,Mangalagiri,,Nara Lokesh,Telugu Desam,,"Chief Minister of Andhra Pradesh, President of Telugu Desam Party",,Father,,Nara Chandrababu Naidu,AP2024AC87,Father,,Andhra Pradesh,,"Chief Minister of Andhra Pradesh, President of Telugu Desam Party",,AP2024AC87,,"1995–2004, 2014–2019, 2024–present",,"1995–2004, 2014–2019, 2024–present",41,66.07,,167710,,,,87,,167710,,,1
Ponnur,,Guntur,,119,,VEERAIAH CHOWDARY,AC_all_winning_cand.csv,AP2024AC88,Andhra Pradesh,Andhra Pradesh,Ponnuru,,Dhulipalla Narendra Kumar,Telugu Desam,,"Minister for Agriculture, Andhra Pradesh (NTR Cabinet), MLA",,Father,,Dhulipalla Veeraiah Chowdary,AP2024AC88,Father,,Andhra Pradesh,,"Minister for Agriculture, Andhra Pradesh (NTR Cabinet), MLA",,AP2024AC88,,Unknown,,Unknown,56,56.95,,110410,,,,88,,110410,,,1
,,,,,,,AC_all_winning_cand.csv,AP2024AC89,Andhra Pradesh,Andhra Pradesh,Vemuru,,Nakka Ananda Babu,Telugu Desam,,,,,,,,,,,,,SC,,,,,,,54.92,,94922,,,,89,,94922,,,0
Kuchinapudi,,Unknown,,121,,ANAGANI RANGA RAO,AC_all_winning_cand.csv,AP2024AC90,Andhra Pradesh,Andhra Pradesh,Repalle,,Anagani Satya Prasad,Telugu Desam,,"MLA from Kuchinapudi constituency, Minister in Andhra Pradesh government",,Relative (Cousin/extended),,Anagani Bhagavantha Rao,AP2024AC90,Relative (Cousin/extended),,Andhra Pradesh,,"MLA from Kuchinapudi constituency, Minister in Andhra Pradesh government",,AP2024AC90,,1970s-1980s,,1970s-1980s,52,58.85,,111129,,,,90,,111129,,,1
Sattenapalli,,Guntur,,122,,NADENDLA BHASKAR RAO,AC_all_winning_cand.csv,AP2024AC91,Andhra Pradesh,Andhra Pradesh,Tenali,,Nadendla Manohar,Janasena Party,,Chief Minister of Andhra Pradesh,,Father,,Nadendla Bhaskara Rao,AP2024AC91,Father,,Andhra Pradesh,,Chief Minister of Andhra Pradesh,,AP2024AC91,,Sep 1983 - Jan 1984,,Sep 1983 - Jan 1984,60,60.18,,123961,,,,91,,123961,,,1
,,,,,,VEGESANA KRISHNAM RAJU,AC_all_winning_cand.csv,AP2024AC92,Andhra Pradesh,Andhra Pradesh,Bapatla,,Vegesana Narendra Varma Raju,Telugu Desam,,,,,,,,,,,,,,,,,,,55,56.21,,90626,,,,92,,90626,,,0
,,,,,,BURLA SOMANNA,AC_all_winning_cand.csv,AP2024AC93,Andhra Pradesh,Andhra Pradesh,Prathipadu,,Burla Ramanjaneyulu,Telugu Desam,,,,,,,,,,,,,SC,,,,,,65,58.09,,128665,,,,93,,128665,,,0
,,,,,,GALLA RAMACHANDRA RAO,AC_all_winning_cand.csv,AP2024AC94,Andhra Pradesh,Andhra Pradesh,Guntur West,,Galla Madhavi,Telugu Desam,,,,,,,,,,,,,,,,,,,40,61.58,,116067,,,,94,,116067,,,0
,,,,,,Abdul Munaf,AC_all_winning_cand.csv,AP2024AC95,Andhra Pradesh,Andhra Pradesh,Guntur East,,Mohammed Naseer Ahmed,Telugu Desam,,,,,,,,,,,,,,,,,,,44,56.17,,100815,,,,95,,100815,,,0
,,,,,,,AC_all_winning_cand.csv,AP2024AC96,Andhra Pradesh,Andhra Pradesh,Chilakaluripet,,Prathipati Pulla Rao,Telugu Desam,,,,,,,,,,,,,,,,,,,,56.84,,111062,,,,96,,111062,,,0
,,,,,,,AC_all_winning_cand.csv,AP2024AC97,Andhra Pradesh,Andhra Pradesh,Narasaraopet,,Chadalavada Aravinda Babu,Telugu Desam,,,,,,,,,,,,,,,,,,,,53.98,,103167,,,,97,,103167,,,0
,,,,,,RANGAIAH,AC_all_winning_cand.csv,AP2024AC98,Andhra Pradesh,Andhra Pradesh,Sattenapalle,,Kanna Lakshminaraya,Telugu Desam,,,,,,,,,,,,,,,,,,,69,55.5,,117965,,,,98,,117965,,,0
Vinukonda,,Guntur,,130,,,AC_all_winning_cand.csv,AP2024AC99,Andhra Pradesh,Andhra Pradesh,Vinukonda,,G. V. Anjaneyulu,Telugu Desam,,"Contested MLA, Vinukonda Assembly",,Spouse,,Gonuguntla Leelavathi,AP2024AC99,Spouse,,Andhra Pradesh,,"Contested MLA, Vinukonda Assembly",,AP2024AC99,,2004,,2004,,55.06,,131438,,,,99,,131438,,,1
,,,,,,LAKSHMAIAH,AC_all_winning_cand.csv,AP2024AC100,Andhra Pradesh,Andhra Pradesh,Gurajala,,Yarapathineni Srinivasa Rao,Telugu Desam,,,,,,,,,,,,,,,,,,,59,55.01,,128201,,,,100,,128201,,,0
Macherla,,Palnadu (prev. Guntur),,132,,NAGI REDDY,AC_all_winning_cand.csv,AP2024AC101,Andhra Pradesh,Andhra Pradesh,Macherla,,Julakanti Brahmananda Reddy,Telugu Desam,,"MLA (Independent, Macherla); Former Sarpanch (Veldurthi)",,Father,,Julakanti Nagi Reddy,AP2024AC101,Father,,Andhra Pradesh,,"MLA (Independent, Macherla); Former Sarpanch (Veldurthi)",,AP2024AC101,,"1972 (MLA), Unknown (Sarpanch)",,"1972 (MLA), Unknown (Sarpanch)",60,55.62,,122413,,,,101,,122413,,,1
,,,,,,,AC_all_winning_cand.csv,AP2024AC102,Andhra Pradesh,Andhra Pradesh,Yerragondapalem,,Tatiparthi Chandrasekhar,YSR Congress Party,,,,,,,,,,,,,SC,,,,,,,49.4,,91741,,,,102,,91741,,,0
Darsi,,Prakasam,,135,,,AC_all_winning_cand.csv,AP2024AC103,Andhra Pradesh,Andhra Pradesh,Darsi,,Buchepalli Siva Prasad Reddy,YSR Congress Party,,Member of Legislative Assembly (MLA),,Father,,Buchepalli Subba Reddy,AP2024AC103,Father,,Andhra Pradesh,,Member of Legislative Assembly (MLA),,AP2024AC103,,2004-2009,,2004-2009,,49.2,,101889,,,,103,,101889,,,1
,,,,,,LATE Y. NAGESHWARA RAO,AC_all_winning_cand.csv,AP2024AC104,Andhra Pradesh,Andhra Pradesh,Parchur,,Yeluri Sambasiva Rao,Telugu Desam,,,,,,,,,,,,,,,,,,,48,54.67,,110575,,,,104,,110575,,,0
Martur,,Prakasam,,138,,,AC_all_winning_cand.csv,AP2024AC105,Andhra Pradesh,Andhra Pradesh,Addanki,,Gottipati Ravikumar,Telugu Desam,,"MLA, Martur Assembly Constituency",,Father,,Gottipati Seshagiri Rao,AP2024AC105,Father,,Andhra Pradesh,,"MLA, Martur Assembly Constituency",,AP2024AC105,,1999-2004,,1999-2004,,54.02,,116418,,,,105,,116418,,,1
,,,,,,,AC_all_winning_cand.csv,AP2024AC106,Andhra Pradesh,Andhra Pradesh,Chirala,,Madduluri Malakondaiah Yadav,Telugu Desam,,,,,,,,,,,,,,,,,,,,42.68,,72700,,,,106,,72700,,,0
,,,,,,,AC_all_winning_cand.csv,AP2024AC107,Andhra Pradesh,Andhra Pradesh,Santhanuthalapadu,,B. N. Vijay Kumar,Telugu Desam,,,,,,,,,,,,,SC,,,,,,,55.69,,105757,,,,107,,105757,,,0
Kondapi,,Prakasam,,144,,DAMACHARLA VENKATA KRISHNARAO,AC_all_winning_cand.csv,AP2024AC108,Andhra Pradesh,Andhra Pradesh,Ongole,,Damacharla Janardhana Rao,Telugu Desam,,Member of Andhra Pradesh Legislative Assembly; State Minister,,Father,,Damacharla Venkata Krishnarao,AP2024AC108,Father,,Andhra Pradesh,,Member of Andhra Pradesh Legislative Assembly; State Minister,,AP2024AC108,,"1980s–1990s (exact years vary by source, served multiple terms)",,"1980s–1990s (exact years vary by source, served multiple terms)",49,56.76,,118800,,,,108,,118800,,,1
,,,,,,INTURI SUBBA RAO,AC_all_winning_cand.csv,AP2024AC109,Andhra Pradesh,Andhra Pradesh,Kandukur,,Inturi Nageswara Rao,Telugu Desam,,,,,,,,,,,,,,,,,,,47,52.8,,109173,,,,109,,109173,,,0
,,,,,,Dola Kotaiah,AC_all_winning_cand.csv,AP2024AC110,Andhra Pradesh,Andhra Pradesh,Kondapi,,Dola Sree Bala Veeranjaneya Swamy,Telugu Desam,,,,,,,,,,,,,SC,,,,,,54,54.53,,116674,,,,110,,116674,,,0
,,,,,,NARAYANA REDDY KANDULA,AC_all_winning_cand.csv,AP2024AC111,Andhra Pradesh,Andhra Pradesh,Markapuram,,Kandula Narayana Reddy,Telugu Desam,,,,,,,,,,,,,,,,,,,54,51.85,,99005,,,,111,,99005,,,0
,,,,,,,AC_all_winning_cand.csv,AP2024AC112,Andhra Pradesh,Andhra Pradesh,Giddalur,,Muthumula Ashok Reddy,Telugu Desam,,,,,,,,,,,,,,,,,,,,47.6,,98463,,,,112,,98463,,,0
Kanigiri (local),,Prakasam,,150,,,AC_all_winning_cand.csv,AP2024AC113,Andhra Pradesh,Andhra Pradesh,Kanigiri,,Mukku Ugra Narasimha Reddy,Telugu Desam,,Former Sarpanch,,Father,,Chinna Narasa Reddy Mukku,AP2024AC113,Father,,Andhra Pradesh,,Former Sarpanch,,AP2024AC113,,Unknown,,Unknown,,51.93,,107045,,,,113,,107045,,,1
,,,,,,DAGUMATI LAKSHMI REDDY,AC_all_winning_cand.csv,AP2024AC114,Andhra Pradesh,Andhra Pradesh,Kavali,,Dagumati Venkata Krishna Reddy,Telugu Desam,,,,,,,,,,,,,,,,,,,58,53.27,,106536,,,,114,,106536,,,0
"Nellore district region, multiple involvement",,Nellore,,153,,,AC_all_winning_cand.csv,AP2024AC115,Andhra Pradesh,Andhra Pradesh,Atmakur,,Anam Ramanarayana Reddy,Telugu Desam,,Former Minister; prominent political leader of Nellore district; participated in Jai Andhra Movement,,Father,,Anam Venkata Reddy,AP2024AC115,Father,,Andhra Pradesh,,Former Minister; prominent political leader of Nellore district; participated in Jai Andhra Movement,,AP2024AC115,,"Pre-1990s, exact periods not conclusively specified in public records",,"Pre-1990s, exact periods not conclusively specified in public records",,49.85,,91165,,,,115,,91165,,,1
Nellore,,Nellore,,159,,,AC_all_winning_cand.csv,AP2024AC116,Andhra Pradesh,Andhra Pradesh,Kovur,,Vemireddy Prashanti Reddy,Telugu Desam,,"Member of Parliament (Lok Sabha) from Nellore (2024–present); Former Rajya Sabha Member (Andhra Pradesh, 2018–2024); Contested 2024 Lok Sabha elections and won (Nellore)",,Husband,,Vemireddy Prabhakar Reddy,AP2024AC116,Husband,,Andhra Pradesh,,"Member of Parliament (Lok Sabha) from Nellore (2024–present); Former Rajya Sabha Member (Andhra Pradesh, 2018–2024); Contested 2024 Lok Sabha elections and won (Nellore)",,AP2024AC116,,"2018–2024 (Rajya Sabha), 2024–present (Lok Sabha)",,"2018–2024 (Rajya Sabha), 2024–present (Lok Sabha)",,60.68,,130623,,,,116,,130623,,,1
,,,,,,SUBBARAMAIAH PONGURU,AC_all_winning_cand.csv,AP2024AC117,Andhra Pradesh,Andhra Pradesh,Nellore City,,Ponguru Narayana,Telugu Desam,,,,,,,,,,,,,,,,,,,67,68.99,,120551,,,,117,,120551,,,0
Unknown,,Nellore,,161,,LATE KOTAMREDDY BABI REDDY,AC_all_winning_cand.csv,AP2024AC118,Andhra Pradesh,Andhra Pradesh,Nellore Rural,,Kotamreddy Sridhar Reddy,Telugu Desam,,Contested/Active participant in political activities (joined TDP with Kotamreddy Sridhar Reddy),,Brother,,Kotamreddy Giridhar Reddy,AP2024AC118,Brother,,Andhra Pradesh,,Contested/Active participant in political activities (joined TDP with Kotamreddy Sridhar Reddy),,AP2024AC118,,2023–present,,2023–present,59,56.53,,109975,,,,118,,109975,,,1
Kovuru,,Nellore,,163,,,AC_all_winning_cand.csv,AP2024AC119,Andhra Pradesh,Andhra Pradesh,Sarvepalli,,Somireddy Chandra Mohan Reddy,Telugu Desam,,"MLA (multiple terms), Minister",,Cousin,,Nallapareddy Prasanna Kumar Reddy,AP2024AC119,Cousin,,Andhra Pradesh,,"MLA (multiple terms), Minister",,AP2024AC119,,1992–present (various terms),,1992–present (various terms),,52.77,,103278,,,,119,,103278,,,1
,,,,,,,AC_all_winning_cand.csv,AP2024AC120,Andhra Pradesh,Andhra Pradesh,Gudur,,Pasam Sunil Kumar,Telugu Desam,,,,,,,,,,,,,SC,,,,,,,52.77,,102675,,,,120,,102675,,,0
Sullurpeta,,Tirupati,,165,,,AC_all_winning_cand.csv,AP2024AC121,Andhra Pradesh,Andhra Pradesh,Sullurpeta,,Nelavala Vijayasree,Telugu Desam,,"TDP Sullurpeta in-charge (local party leadership, not an elected MLA or MP)",,Father,,Nelavala Subramanyam,AP2024AC121,Father,,Andhra Pradesh,,"TDP Sullurpeta in-charge (local party leadership, not an elected MLA or MP)",SC,AP2024AC121,,Unknown,,Unknown,,54.67,,111048,,,,121,,111048,,,1
,,,,,,RAMA NAIDU,AC_all_winning_cand.csv,AP2024AC122,Andhra Pradesh,Andhra Pradesh,Venkatagiri,,Kurugondla Ramakrishna,Telugu Desam,,,,,,,,,,,,,,,,,,,62,52.31,,104398,,,,122,,104398,,,0
,,,,,,KAKARLA VENKATA SUBBAIAH NAIDU,AC_all_winning_cand.csv,AP2024AC123,Andhra Pradesh,Andhra Pradesh,Udayagiri,,Kakarla Suresh,Telugu Desam,,,,,,,,,,,,,,,,,,,52,50.54,,101537,,,,123,,101537,,,0
Badvel,,Kadapa,,168,,,AC_all_winning_cand.csv,AP2024AC124,Andhra Pradesh,Andhra Pradesh,Badvel,,Dasari Sudha,YSR Congress Party,,"MLA, Andhra Pradesh Legislative Assembly",,Husband,,Gunthoti Venkata Subbaiah,AP2024AC124,Husband,,Andhra Pradesh,,"MLA, Andhra Pradesh Legislative Assembly",SC,AP2024AC124,,2019-2021,,2019-2021,,51.7,,90410,,,,124,,90410,,,1
Unknown,,Annamayya,,169,,,AC_all_winning_cand.csv,AP2024AC125,Andhra Pradesh,Andhra Pradesh,Rajampet,,Akepati Amarnath Reddy,YSR Congress Party,,YSRCP State Executive Secretary,,Cousin,,Akepati Srinivasulu Reddy (Murali Reddy),AP2024AC125,Cousin,,Andhra Pradesh,,YSRCP State Executive Secretary,,AP2024AC125,,Unknown,,Unknown,,50.18,,92609,,,,125,,92609,,,1
"Kadapa (Contested for various posts, District President covers whole district)",,Kadapa,,171,,,AC_all_winning_cand.csv,AP2024AC126,Andhra Pradesh,Andhra Pradesh,Kadapa,,Reddeppagari Madhavi,Telugu Desam,,"TDP Politburo Member, District Party President, Previously Contested (Kadapa)",,Husband,,Reddeppagari Srinivasulu Reddy,AP2024AC126,Husband,,Andhra Pradesh,,"TDP Politburo Member, District Party President, Previously Contested (Kadapa)",,AP2024AC126,,"Active since ~2009, Politburo from at least 2019-present",,"Active since ~2009, Politburo from at least 2019-present",,47.76,,90988,,,,126,,90988,,,1
,,,,,,Venkataiah Arava,AC_all_winning_cand.csv,AP2024AC127,Andhra Pradesh,Andhra Pradesh,Kodur,,Arava Sreedhar,Janasena Party,,,,,,,,,,,,,SC,,,,,,27,51.1,,78594,,,,127,,78594,,,0
,,,,,,MANDIPALLI NAGIREDDY,AC_all_winning_cand.csv,AP2024AC128,Andhra Pradesh,Andhra Pradesh,Rayachoti,,Mandipalli Ramprasad Reddy,Telugu Desam,,,,,,,,,,,,,,,,,,,42,47.99,,95925,,,,128,,95925,,,0
Pulivendula,,Kadapa,,175,,,AC_all_winning_cand.csv,AP2024AC129,Andhra Pradesh,Andhra Pradesh,Pulivendla,,Y. S. Jagan Mohan Reddy,YSR Congress Party,,Chief Minister of Andhra Pradesh,,Father,,Y. S. Rajasekhara Reddy,AP2024AC129,Father,,Andhra Pradesh,,Chief Minister of Andhra Pradesh,,AP2024AC129,,2004-2009,,2004-2009,,61.38,,116315,,,,129,,116315,,,1
Kamalapuram,,Kadapa,,180,,,AC_all_winning_cand.csv,AP2024AC130,Andhra Pradesh,Andhra Pradesh,Kamalapuram,,Putha Krishna Chaitanya Reddy,Telugu Desam,,"Contested for MLA, Kamalapuram (TDP)",,Father,,Putha Narasimha Reddy,AP2024AC130,Father,,Andhra Pradesh,,"Contested for MLA, Kamalapuram (TDP)",,AP2024AC130,,"2004, 2009, 2014, 2019 (Unsuccessful)",,"2004, 2009, 2014, 2019 (Unsuccessful)",,55.29,,95207,,,,130,,95207,,,1
,,,,,,,AC_all_winning_cand.csv,AP2024AC131,Andhra Pradesh,Andhra Pradesh,Jammalamadugu,,C. Adinarayana Reddy,Bharatiya Janata Party,,,,,,,,,,,,,,,,,,,,51.43,,109640,,,,131,,109640,,,0
,,,,,,NANDYALA PEDDA VARADA REDDY,AC_all_winning_cand.csv,AP2024AC132,Andhra Pradesh,Andhra Pradesh,Proddatur,,Nandyala Varada Rajula Reddy,Telugu Desam,,,,,,,,,,,,,,,,,,,82,53.02,,106712,,,,132,,106712,,,0
Sanathnagar,,Hyderabad,,186,,Subbaiah Putta,AC_all_winning_cand.csv,AP2024AC133,Andhra Pradesh,Andhra Pradesh,Mydukur,,Putta Sudhakar Yadav,Telugu Desam,,"Minister in Telangana Cabinet, MLA, previously held various portfolios",,Father-in-law of younger son (in-law),,Talasani Srinivas Yadav,AP2024AC133,Father-in-law of younger son (in-law),,Telangana,,"Minister in Telangana Cabinet, MLA, previously held various portfolios",,AP2024AC133,,2004–present,,2004–present,60,53.22,,96181,,,,133,,96181,,,1
"Allagadda (MLA), Nandyal (MP)",,Nandyal,,187,,,AC_all_winning_cand.csv,AP2024AC134,Andhra Pradesh,Andhra Pradesh,Allagadda,,Bhuma Akhila Priya,Telugu Desam,,"Member of Legislative Assembly (MLA), Member of Parliament (MP)",,Father,,Bhuma Nagi Reddy,AP2024AC134,Father,,Andhra Pradesh,,"Member of Legislative Assembly (MLA), Member of Parliament (MP)",,AP2024AC134,,"MLA: Multiple terms (1996–1998, 1998–1999, 1999–2004, etc.), MP: 1996–1998 (Lok Sabha, Nandyal)",,"MLA: Multiple terms (1996–1998, 1998–1999, 1999–2004, etc.), MP: 1996–1998 (Lok Sabha, Nandyal)",,49.93,,98881,,,,134,,98881,,,1
Unknown,,Kurnool,,190,,,AC_all_winning_cand.csv,AP2024AC135,Andhra Pradesh,Andhra Pradesh,Srisailam,,Budda Raja Sekhara Reddy,Telugu Desam,,"Contested state legislative assembly (TDP in 1983, Congress in 1989)",,Father,,Budda Vengala Reddy,AP2024AC135,Father,,Andhra Pradesh,,"Contested state legislative assembly (TDP in 1983, Congress in 1989)",,AP2024AC135,,"Contested 1983 (TDP), 1989 (Congress)",,"Contested 1983 (TDP), 1989 (Congress)",,49.64,,81699,,,,135,,81699,,,1
,,,,,,,AC_all_winning_cand.csv,AP2024AC136,Andhra Pradesh,Andhra Pradesh,Nandikotkur,,Githa Jayasurya,Telugu Desam,,,,,,,,,,,,,SC,,,,,,,49.24,,92004,,,,136,,92004,,,0
Kurnool (MLA),,Kurnool,,194,,,AC_all_winning_cand.csv,AP2024AC137,Andhra Pradesh,Andhra Pradesh,Kurnool,,T. G. Bharath,Telugu Desam,,"Rajya Sabha Member (BJP, formerly TDP), Andhra Pradesh Minister for Minor Irrigation, MLA (two terms)",,Father,,T. G. Venkatesh,AP2024AC137,Father,,Andhra Pradesh,,"Rajya Sabha Member (BJP, formerly TDP), Andhra Pradesh Minister for Minor Irrigation, MLA (two terms)",,AP2024AC137,,"2009-2014 (MLA), 2010-2014 (Minister), 2014-2020 (Rajya Sabha MP)",,"2009-2014 (MLA), 2010-2014 (Minister), 2014-2020 (Rajya Sabha MP)",,51.34,,91690,,,,137,,91690,,,1
"Kurnool (District level role, no Assembly segment specified)",,Kurnool,,195,,VENKATA REDDY GOWRU,AC_all_winning_cand.csv,AP2024AC138,Andhra Pradesh,Andhra Pradesh,Panyam,,Gowru Charitha Reddy,Telugu Desam,,"Convener, YSR Congress Party (Kurnool District); political leader, held positions within district unit",,Spouse,,Gowru Venkata Reddy,AP2024AC138,Spouse,,Andhra Pradesh,,"Convener, YSR Congress Party (Kurnool District); political leader, held positions within district unit",,AP2024AC138,,Unknown (active before/around 2019),,Unknown (active before/around 2019),54,56.45,,141272,,,,138,,141272,,,1
,,,,,,,AC_all_winning_cand.csv,AP2024AC139,Andhra Pradesh,Andhra Pradesh,Nandyal,,N. M. D. Farooq,Telugu Desam,,,,,,,,,,,,,,,,,,,,49.42,,103075,,,,139,,103075,,,0
