Age,Constituency Name,District Name,Family ID,Father/Husband Name,Winning Candidate,Name,Party,Pc Name,Political Role,Relation,State,State Name,Type,UID,UID (PC all relatives.csv),if dynasty,Year,Years Held,Electors,Margin,Margin %,No,Turnout,Votes,States
,,,,,Sarayu,,Indian National Congress,Deoria District (SOUTH),,,Uttar Pradesh [1947 - 1999],,GEN,UP1952PC269,,0,1952,,356039,,,269,0.336,119616,Uttar Pradesh
,,,,,Bishwa Nath,,Indian National Congress,Deoria District (WEST),,,Uttar Pradesh [1947 - 1999],,GEN,UP1952PC270,,0,1952,,369077,,,270,0.311,114804,Uttar Pradesh
,,,,,N. Satyanathan,,Independent,Dharamapuri,,,Madras,,GEN,TN1952PC146,,0,1952,,360076,,,146,0.515,185545,Tamil Nadu
,,,,,Karmaka Dattatraya Parsuramrao,,Indian National Congress,Dharwar North,,,Bombay,,GEN,MH1952PC86,,0,1952,,365182,,,86,0.592,216283,Maharashtra
,,,,,Neswi Timmappa Rudrappa,,Indian National Congress,Dharwar South,,,Bombay,,GEN,MH1952PC87,,0,1952,,371753,,,87,0.644,239315,Maharashtra
,,,,,Niranjan Jena,,Indian National Congress,Dhenkanal West Cuttack,,,Orissa,,GEN,OR1952PC183,,0,1952,,754809,,,183,0.328,495558,Orissa
,,,,,Sarangadhar Das,,Socialist Party,Dhenkanal West Cuttack,,,Orissa,,GEN,OR1952PC183,,0,1952,,754809,,,183,0.328,495558,Orissa
,Unknown,Unknown,156,,Basu Kamal,Bhupendra Nath Bose,Communist Party Of India,Diamond Harbour,"President, Indian National Congress",Grandfather,West Bengal,Unknown,GEN,WB1952PC298,WB1952PC298,1,1952,1914,730094,,,298,0.466,680143,West Bengal
,Unknown,Unknown,156,,Naskar Purnendu Sekhar,Bhupendra Nath Bose,Indian National Congress,Diamond Harbour,"President, Indian National Congress",Grandfather,West Bengal,Unknown,GEN,WB1952PC298,WB1952PC298,1,1952,1914,730094,,,298,0.466,680143,West Bengal
,,,,,"Hazarika, Jogendra Nath",,Indian National Congress,Dibrugarh,,,Assam,,GEN,AS1952PC10,,0,1952,,347258,,,10,0.428,148712,Assam
,,,,,Ammu Swaminathan,,Indian National Congress,Dindigul,,,Madras,,GEN,TN1952PC169,,0,1952,,347422,,,169,0.603,209488,Tamil Nadu
,,,,,W. S. Kirolikar,,Indian National Congress,Durg,,,Madhya Pradesh [1947 - 1999],,GEN,MP1952PC96,,0,1952,,398341,,,96,0.48,191348,Madhya Pradesh
,Raipur,Raipur,162,,Bhagwati Charan Shukla,Ravishankar Shukla,Indian National Congress,Durg Bastar,Chief Minister of Madhya Pradesh,Father,Madhya Pradesh [1947 - 1999],Madhya Pradesh,GEN,MP1952PC97,MP1952PC97,1,1952,1952-1956,394803,,,97,0.544,214924,Madhya Pradesh
,,,,,K. Subha Rao,,Communist Party Of India,Eluru,,,Madras,,GEN,TN1952PC122,,0,1952,,694382,,,122,0.72,1000456,Tamil Nadu
,,,,,B. S. Murthy,,Kisan Mazdoor Praja Party,Eluru,,,Madras,,GEN,TN1952PC122,,0,1952,,694382,,,122,0.72,1000456,Tamil Nadu
,,,,,A. M. Thomas,,Indian National Congress,Ernakulam,,,Travancore Cochin,,GEN,KL1952PC378,,0,1952,,355060,,,378,0.698,247832,Kerala
,,,,,Balakrishnan,,Indian National Congress,Erode,,,Madras,,GEN,TN1952PC148,,0,1952,,743081,,,148,0.527,782686,Tamil Nadu
,,,,,Periasami Gounder,,Indian National Congress,Erode,,,Madras,,GEN,TN1952PC148,,0,1952,,743081,,,148,0.527,782686,Tamil Nadu
,,,,,Raghubir Sahai,,Indian National Congress,Etah Disctict North East Cum Budaun Distt (EAST),,,Uttar Pradesh [1947 - 1999],,GEN,UP1952PC231,,0,1952,,352544,,,231,0.435,153239,Uttar Pradesh
,,,,,Rohan Lal Chaturvedi,,Indian National Congress,Etah District (CENTRAL),,,Uttar Pradesh [1947 - 1999],,GEN,UP1952PC230,,0,1952,,365009,,,230,0.462,168730,Uttar Pradesh
,,,,,Digamber Si,,Indian National Congress,Etah Distt (WEST) CUM MAINPURI DISTT (WEST) CUM MATHURA DISTRICT (EAST),,,Uttar Pradesh [1947 - 1999],,GEN,UP1952PC229,,0,1952,,361599,,,229,0.513,185634,Uttar Pradesh
,,,,,Panna Lal,,Indian National Congress,Faizabad Distt (NORTH WEST),,,Uttar Pradesh [1947 - 1999],,GEN,UP1952PC252,,0,1952,,718760,,,252,0.366,526515,Uttar Pradesh
,,,,,Lallan Ji,,Indian National Congress,Faizabad Distt (NORTH WEST),,,Uttar Pradesh [1947 - 1999],,GEN,UP1952PC252,,0,1952,,718760,,,252,0.366,526515,Uttar Pradesh
,,,,,Mool Chand Dube,,Indian National Congress,Farrukhabad District (NORTH),,,Uttar Pradesh [1947 - 1999],,GEN,UP1952PC233,,0,1952,,407275,,,233,0.412,167836,Uttar Pradesh
,,,,,Atma Singh,,Indian National Congress,Fazilka Sirsa,,,Punjab,,GEN,PB1952PC199,,0,1952,,360933,,,199,0.594,214413,Punjab
,,,,,Lal Singh,,Shiromani Akali Dal,Ferozepore Ludhiana,,,Punjab,,GEN,PB1952PC200,,0,1952,,764171,,,200,0.531,811732,Punjab
,,,,,Bahadur Singh,,Shiromani Akali Dal,Ferozepore Ludhiana,,,Punjab,,GEN,PB1952PC200,,0,1952,,764171,,,200,0.531,811732,Punjab
,,,,,Panna Lal,,Indian National Congress,Ganganagar Jhunjhunu,,,Rajasthan,,GEN,RJ1952PC349,,0,1952,,758860,,,349,0.436,662222,Rajasthan
,,,,,Murarka Radhey Shyam,,Indian National Congress,Ganganagar Jhunjhunu,,,Rajasthan,,GEN,RJ1952PC349,,0,1952,,758860,,,349,0.436,662222,Rajasthan
,,,,,Bijoy Chandra Das,,Communist Party Of India,Ganjam South,,,Orissa,,GEN,OR1952PC192,,0,1952,,390236,,,192,0.281,109695,Orissa
,,,,,Bhaktadarsh,,Indian National Congress,Garhwal Distt (EAST) CUM MORADABAD DISTT (NORTH EAST),,,Uttar Pradesh [1947 - 1999],,GEN,UP1952PC210,,0,1952,,347009,,,210,0.278,96529,Uttar Pradesh
,Tehri Garhwal,Tehri Garhwal,183,,Maharani Sahiba Kamlendumati Shah,Maharaja Narendra Shah,Independent,Garhwal Distt (WEST) CUM TEHRI GARHWAL DISTT CUM BIJNOR DISTT (NORTH),Ruler of princely state of Tehri Garhwal (pre-independence),Spouse,Uttar Pradesh [1947 - 1999],Uttar Pradesh (now Uttarakhand),GEN,UP1952PC209,UP1952PC209,1,1952,Unknown (pre-1949),373418,,,209,0.362,135092,Uttar Pradesh
,,,,,Rohini Kumar Chaudhury,,Indian National Congress,Gauhati,,,Assam,,ST,AS1952PC05,,0,1952,,360331,,,5,0.562,202596,Assam
,,,,,Brajeshwar Prasad,,Indian National Congress,Gaya East,,,Bihar [1947 - 1999],,GEN,BR1952PC15,,0,1952,,572471,,,15,0.363,415816,Bihar
,,,,,Ramdhari Das,,Indian National Congress,Gaya East,,,Bihar [1947 - 1999],,GEN,BR1952PC15,,0,1952,,572471,,,15,0.363,415816,Bihar
,,,,,Bigeshwar Missir,,Socialist Party,Gaya North,,,Bihar [1947 - 1999],,GEN,BR1952PC16,,0,1952,,288509,,,16,0.443,127767,Bihar
,Arrah West,Shahabad (now Bhojpur),189,,Satyandra Narain Singh,Dr. Anugrah Narayan Sinha,Indian National Congress,Gaya West,"First Deputy Chief Minister and Finance Minister of Bihar (also prominent Congress leader, national freedom fighter)",Father,Bihar [1947 - 1999],Bihar,GEN,BR1952PC17,BR1952PC17,1,1952,1946–1957,336977,,,17,0.419,141212,Bihar
,,,,,Chowdhury Nikunja Behari,,Communist Party Of India,Ghatal,,,West Bengal,,GEN,WB1952PC285,,0,1952,,361187,,,285,0.499,180379,West Bengal
,,,,,Har Prasad,,Indian National Congress,Ghazipur District (WEST),,,Uttar Pradesh [1947 - 1999],,GEN,UP1952PC274,,0,1952,,392667,,,274,0.432,169758,Uttar Pradesh
,,,,,Ram Nagina,,Socialist Party,Ghazipur Distt (EAST) CUM BALLIA DISTRICT SOUTH (WEST),,,Uttar Pradesh [1947 - 1999],,GEN,UP1952PC275,,0,1952,,360946,,,275,0.325,117115,Uttar Pradesh
,,,,,Umacharan Patnaik,,Independent,Ghumsur,,,Orissa,,GEN,OR1952PC191,,0,1952,,386460,,,191,0.376,145186,Orissa
,,,,,Jonab Amjad Ali,,Socialist Party,Goalpara Garo Hills,,,Assam,,ST,AS1952PC03,,0,1952,,719456,,,3,0.49,704435,Assam
,,,,,Sitanath Brahma Chowdhury,,Indian National Congress,Goalpara Garo Hills,,,Assam,,ST,AS1952PC03,,0,1952,,719456,,,3,0.49,704435,Assam
,,,,,Mehta Balwantrai Gopalji,,Indian National Congress,Gohilwad,,,Saurashtra,,GEN,GJ1952PC367,,0,1952,,310380,,,367,0.4,124240,Gujarat
,,,,,Shah Chimanlal Chakubhai,,Indian National Congress,Gohilwad Sorath,,,Saurashtra,,GEN,GJ1952PC368,,0,1952,,288399,,,368,0.567,163639,Gujarat
,,,,,Debeswar Sarma,,Indian National Congress,Golaghat Jorhat,,,Assam,,GEN,AS1952PC08,,0,1952,,363384,,,8,0.474,172180,Assam
,,,,,Kesho Deo Malviya,,Indian National Congress,Gonda District (EAST) CUM BASTI DISTRICT (WEST),,,Uttar Pradesh [1947 - 1999],,GEN,UP1952PC263,,0,1952,,337344,,,263,0.348,117305,Uttar Pradesh
,,,,,Chowdhari Hyder Husain,,Indian National Congress,Gonda District (NORTH),,,Uttar Pradesh [1947 - 1999],,GEN,UP1952PC261,,0,1952,,364459,,,261,0.451,164274,Uttar Pradesh
,Gonda District (West),Gonda,207,,Nayar Shakuntala,K. K. Nayar,Akhil Bharatiya Hindu Mahasabha,Gonda District (WEST),"Member of Parliament, Lok Sabha (Gonda District (West)); Indian Civil Service Officer",Spouse,Uttar Pradesh [1947 - 1999],Uttar Pradesh,GEN,UP1952PC262,UP1952PC262,1,1952,1952-1957,380009,,,262,0.345,131240,Uttar Pradesh
,,,,,Dasrath Pd. Divedi,,Indian National Congress,Gorakhpur District (CENTRAL),,,Uttar Pradesh [1947 - 1999],,GEN,UP1952PC267,,0,1952,,388724,,,267,0.372,144643,Uttar Pradesh
,,,,,Hari Shanker Prasad,,Indian National Congress,Gorakhpur District (NORTH),,,Uttar Pradesh [1947 - 1999],,GEN,UP1952PC266,,0,1952,,369306,,,266,0.326,120382,Uttar Pradesh
,,,,,Sinhasan Singh,,Indian National Congress,Gorakhpur District (SOUTH),,,Uttar Pradesh [1947 - 1999],,GEN,UP1952PC268,,0,1952,,342796,,,268,0.305,104695,Uttar Pradesh
,,,,,K. Gopala Rao,,Communist Party Of India,Gudivada,,,Madras,,GEN,TN1952PC124,,0,1952,,355301,,,124,0.779,276723,Tamil Nadu
,,,,,Swamy Ramanand Tirth,,Indian National Congress,Gulabarga,,,Hyderabad,,GEN,TG1952PC307,,0,1952,,364590,,,307,0.291,106140,Telangana
,Unknown,Nagpur,213,,V. G. Deshpande,Sumatitai Suklikar,Akhil Bharatiya Hindu Mahasabha,Guna,"Leader, Bharatiya Jana Sangh; Contested elections unsuccessfully",Cousin,Madhya Bharat,Maharashtra,GEN,MP1952PC330,MP1952PC330,1,1952,Unknown,378353,,,330,0.367,138858,Madhya Pradesh
,,,,,S. V. Laxmi Narasimham,,Independent,Guntur,,,Madras,,GEN,TN1952PC127,,0,1952,,364698,,,127,0.698,254499,Tamil Nadu
,,,,,Teja Singh,,Indian National Congress,Gurdaspur,,,Punjab,,GEN,PB1952PC205,,0,1952,,353804,,,205,0.516,182413,Punjab
,,,,,Thakar Das,,Indian National Congress,Gurgaon,,,Punjab,,GEN,PB1952PC197,,0,1952,,381963,,,197,0.66,251946,Punjab
,Unknown,Nagpur,217,,V. G. Deshpande,Sumati-bai Sukalikar,Akhil Bharatiya Hindu Mahasabha,Gwalior,"Leader, Bharatiya Jana Sangh in Nagpur; Contested multiple elections (unsuccessfully)",Cousin,Madhya Bharat,Maharashtra,GEN,MP1952PC331,MP1952PC331,1,1952,Unknown,379320,,,331,0.381,144412,Madhya Pradesh
,Nawanagar,Jamnagar,218,,Major Gen. M. S. Himatsinhji,K. S. Ranjitsinhji,Indian National Congress,Halar,"Ruler of Nawanagar State (Princely State), Member of Chamber of Princes",Uncle,Saurashtra,Gujarat,GEN,GJ1952PC364,GJ1952PC364,1,1952,1907-1933,295369,,,364,,,Gujarat
,,,,,Mannu Lal Duvedi,,Indian National Congress,Hamirpur District,,,Uttar Pradesh [1947 - 1999],,GEN,UP1952PC240,,0,1952,,336458,,,240,0.383,128684,Uttar Pradesh
,,,,,Bashir,,Indian National Congress,Hardoi Distt (NORTH WEST) CUM FARRUKHABAD DISTT (EAST) CUM SHAHJANPUR DISTT (SOUTH),,,Uttar Pradesh [1947 - 1999],,GEN,UP1952PC243,,0,1952,,754683,,,243,0.353,532687,Uttar Pradesh
,,,,,Bulaqi,,Indian National Congress,Hardoi Distt (NORTH WEST) CUM FARRUKHABAD DISTT (EAST) CUM SHAHJANPUR DISTT (SOUTH),,,Uttar Pradesh [1947 - 1999],,GEN,UP1952PC243,,0,1952,,754683,,,243,0.353,532687,Uttar Pradesh
,,,,,H. Siddananjappa,,Indian National Congress,Hassan Chickmagalur,,,Mysore,,GEN,KA1952PC339,,0,1952,,354206,,,339,0.485,171850,Karnataka
,Unknown,Chatra,224,,Ram Narayan Singh,Sukhlal Singh,Chota Nagpur Santhal Parganas Janta Party,Hazaribagh West,"Congress worker, leader in Non-Cooperation Movement (pre-independence)",Brother,Bihar [1947 - 1999],Bihar,GEN,BR1952PC48,BR1952PC48,1,1952,circa 1920-1947,332278,,,48,0.358,118881,Bihar
,,,,,Nageshwar Pd. Sinha,,Indian National Congress,Hazaribhag East,,,Bihar [1947 - 1999],,GEN,BR1952PC47,,0,1952,,335212,,,47,0.387,129617,Bihar
,,,,,Achint Ram,,Indian National Congress,Hissar,,,Punjab,,GEN,PB1952PC198,,0,1952,,370693,,,198,0.508,188389,Punjab
,,,,,N. C. Chatterjee,,Akhil Bharatiya Hindu Mahasabha,Hooghly,,,West Bengal,,GEN,WB1952PC291,,0,1952,,385944,,,291,0.514,198385,West Bengal
,,,,,Syed Ahmad,,Indian National Congress,Hoshangabad,,,Madhya Pradesh [1947 - 1999],,GEN,MP1952PC104,,0,1952,,364350,,,104,0.452,164838,Madhya Pradesh
,,,,,Diwan Chand,,Indian National Congress,Hoshiarpur,,,Punjab,,GEN,PB1952PC203,,0,1952,,775828,,,203,0.515,799356,Punjab
,,,,,Ram Das,,Indian National Congress,Hoshiarpur,,,Punjab,,GEN,PB1952PC203,,0,1952,,775828,,,203,0.515,799356,Punjab
,,,,,Santosh Kumar Dutta,,Indian National Congress,Howrah,,,West Bengal,,GEN,WB1952PC289,,0,1952,,378918,,,289,0.47,178071,West Bengal
,,,,,Ahmed Mohiuddin,,Indian National Congress,Hyderabad City,,,Hyderabad,,GEN,TG1952PC303,,0,1952,,343535,,,303,0.43,147657,Telangana
,,,,,Sadat Ali Khan,,Indian National Congress,Ibrahimpatam,,,Hyderabad,,GEN,TG1952PC304,,0,1952,,345396,,,304,0.419,144579,Telangana
,,,,,Nandlal Surya Narayan,,Indian National Congress,Indore,,,Madhya Bharat,,GEN,MP1952PC326,,0,1952,,387379,,,326,0.461,178654,Madhya Pradesh
,,,,,Jogeswor Singh,,Indian National Congress,Inner Manipur,,,Manipur,,GEN,MN1952PC394,,0,1952,,149617,,,394,0.501,74906,Manipur
,,,,,Sushil Kumar,,Indian National Congress,Jabalpur North,,,Madhya Pradesh [1947 - 1999],,GEN,MP1952PC101,,0,1952,,399430,,,101,0.443,176914,Madhya Pradesh
,,,,,Daulat Mal,,Indian National Congress,Jaipur,,,Rajasthan,,GEN,RJ1952PC356,,0,1952,,397855,,,356,0.299,119094,Rajasthan
,,,,,Ram Karan Joshi,,Indian National Congress,Jaipur Sawaimadhopur,,,Rajasthan,,GEN,RJ1952PC346,,0,1952,,382763,,,346,0.321,122770,Rajasthan
,,,,,Bhubananda Das,,Indian National Congress,Jajpur Keonjhar,,,Orissa,,GEN,OR1952PC184,,0,1952,,729056,,,184,0.314,457314,Orissa
,,,,,Lakhmidhar Jena,,All India Gantantra Parishad,Jajpur Keonjhar,,,Orissa,,GEN,OR1952PC184,,0,1952,,729056,,,184,0.314,457314,Orissa
,,,,,Lotan Ram,,Indian National Congress,Jalaun Distt Cum Etawah Distt (WEST) CUM JHANSI DISTT (NORTH),,,Uttar Pradesh [1947 - 1999],,GEN,UP1952PC235,,0,1952,,753180,,,235,0.388,584312,Uttar Pradesh
,,,,,Hoti Lal,,Indian National Congress,Jalaun Distt Cum Etawah Distt (WEST) CUM JHANSI DISTT (NORTH),,,Uttar Pradesh [1947 - 1999],,GEN,UP1952PC235,,0,1952,,753180,,,235,0.388,584312,Uttar Pradesh
,,,,,Pataskar Hari Vinayak,,Indian National Congress,Jalgaon,,,Bombay,,GEN,MH1952PC70,,0,1952,,356253,,,70,0.576,205133,Maharashtra
,,,,,Birbal Singh,,Indian National Congress,Jaunpur District (EAST),,,Uttar Pradesh [1947 - 1999],,GEN,UP1952PC253,,0,1952,,709849,,,253,0.397,563586,Uttar Pradesh
,,,,,Ganpat,,Indian National Congress,Jaunpur District (EAST),,,Uttar Pradesh [1947 - 1999],,GEN,UP1952PC253,,0,1952,,709849,,,253,0.397,563586,Uttar Pradesh
,,,,,Amar Singh,,Indian National Congress,Jhabua,,,Madhya Bharat,,ST,MP1952PC325,,0,1952,,369032,,,325,0.382,140946,Madhya Pradesh
,,,,,Ghamandi Lal,,Indian National Congress,Jhajjar Rewari,,,Punjab,,GEN,PB1952PC196,,0,1952,,382413,,,196,0.644,246224,Punjab
,,,,,Dhulekar Raghunath,,Indian National Congress,Jhansi District (SOUTH),,,Uttar Pradesh [1947 - 1999],,GEN,UP1952PC239,,0,1952,,359042,,,239,0.378,135532,Uttar Pradesh
,Jodhpur (Marwar State),Jodhpur,248,,Hanwant Singh,Umaid Singh,Independent,Jodhpur,Maharaja of Jodhpur (Marwar); integrated Jodhpur into India; involved in state political transition,Father,Rajasthan,Rajasthan,GEN,RJ1952PC351,RJ1952PC351,1,1952,1918-1947 (as Maharaja),402871,,,351,0.442,177850,Rajasthan
,,,,,Amar Nath,,Indian National Congress,Jullundur,,,Punjab,,GEN,PB1952PC202,,0,1952,,359274,,,202,0.555,199468,Punjab
,,,,,Dabhi Fulsinhjee Bharatsinhji,,Indian National Congress,Kaira North,,,Bombay,,GEN,MH1952PC61,,0,1952,,391562,,,61,0.589,230681,Maharashtra
,Did not represent a constituency as Minister; earlier represented Borsad in Legislative Assembly,Kheda,254,,Patel Maniben Vallabhbhai,Vallabhbhai Patel,Indian National Congress,Kaira South,"Deputy Prime Minister of India, Home Minister of India",Father,Bombay,Bombay Presidency (now Gujarat),GEN,MH1952PC62,MH1952PC62,1,1952,1947-1950,368127,,,62,0.633,233148,Maharashtra
,,,,,Chelikani Venkata Rama Rao,,Communist Party Of India,Kakinada,,,Madras,,GEN,TN1952PC120,,0,1952,,346057,,,120,0.635,219834,Tamil Nadu
,,,,,Giridhari Bhoi,,All India Gantantra Parishad,Kalahandi Bolangir,,,Orissa,,GEN,OR1952PC179,,0,1952,,790404,,,179,0.35,553858,Orissa
,,,,,Rajendra Narayan Singh Deo,,All India Gantantra Parishad,Kalahandi Bolangir,,,Orissa,,GEN,OR1952PC179,,0,1952,,790404,,,179,0.35,553858,Orissa
,,,,,Jonab Abdus Sattar,,Indian National Congress,Kalna Katwa,,,West Bengal,,GEN,WB1952PC293,,0,1952,,377219,,,293,0.492,185672,West Bengal
,"Nominated (Rajya Sabha), none specified for Lok Sabha",Bombay (Mumbai),265,,Alva Jaochim Piedade,Violet Alva,Indian National Congress,Kanara,"Member of Parliament, Rajya Sabha (Deputy Chairperson), Lok Sabha; freedom fighter",Spouse,Bombay,Bombay/Maharashtra,GEN,MH1952PC88,MH1952PC88,1,1952,1952–1969 (multiple terms),370650,,,88,0.622,230512,Maharashtra
,,,,,A. Krishnaswami,,Common Weal Party,Kancheepuram,,,Madras,,GEN,TN1952PC142,,0,1952,,332827,,,142,0.601,199957,Tamil Nadu
,,,,,Hem Raj,,Indian National Congress,Kangra,,,Punjab,,GEN,PB1952PC204,,0,1952,,338943,,,204,0.469,159053,Punjab
,,,,,Hari Har Nath Shastri,,Indian National Congress,Kanpur District Central,,,Uttar Pradesh [1947 - 1999],,GEN,UP1952PC237,,0,1952,,395486,,,237,0.346,136821,Uttar Pradesh
,,,,,Bal Krishna Sharma,,Indian National Congress,Kanpur District South Cum Etawah District,,,Uttar Pradesh [1947 - 1999],,GEN,UP1952PC238,,0,1952,,376278,,,238,0.426,160257,Uttar Pradesh
,Unknown,Unknown,272,,V. N. Tiwari,Amrit Tewari,Indian National Congress,Kanpur Distt North Cum Farrukhabad Distt South,Unknown,Spouse,Uttar Pradesh [1947 - 1999],Unknown,GEN,UP1952PC236,UP1952PC236,1,1952,Unknown,365691,,,236,0.456,166635,Uttar Pradesh
,,,,,Hukam Singh,,Shiromani Akali Dal,Kapurthala Bhatinda,,,Patiala And East Punj,,GEN,PB1952PC345,,0,1952,,713275,,,345,0.605,863273,Punjab
,,,,,Ajit Singh,,Shiromani Akali Dal,Kapurthala Bhatinda,,,Patiala And East Punj,,GEN,PB1952PC345,,0,1952,,713275,,,345,0.605,863273,Punjab
,,,,,Badan Yella Reddy,,Peoples Democratic Front,Karimnagar,,,Hyderabad,,GEN,TG1952PC320,,0,1952,,750904,,,320,0.477,715873,Telangana
,,,,,M. R. Krishnan,,All India Scheduled Caste Federation,Karimnagar,,,Hyderabad,,GEN,TG1952PC320,,0,1952,,750904,,,320,0.477,715873,Telangana
,Unknown,Unknown,278,,Subhadra Joshi,Krishnan Gopal Datta,Indian National Congress,Karnal,Active Congressman,Cousin,Punjab,Punjab,GEN,PB1952PC194,PB1952PC194,1,1952,Unknown,765032,,,194,0.551,842918,Punjab
,Unknown,Unknown,278,,Virendra Kumar,Krishnan Gopal Datta,Indian National Congress,Karnal,Active Congressman,Cousin,Punjab,Punjab,GEN,PB1952PC194,PB1952PC194,1,1952,Unknown,765032,,,194,0.551,842918,Punjab
,Unknown,Unknown,280,,Nityananda Kanungo,Sarala Devi,Indian National Congress,Kendrapara,"Member, Odisha Legislative Assembly; Freedom Fighter",Sister,Orissa,Odisha,GEN,OR1952PC187,OR1952PC187,1,1952,"1937-1939, 1946-1952",400630,,,187,0.434,173806,Orissa
,,,,,T. B. Vittala Rao,,Peoples Democratic Front,Khammam,,,Hyderabad,,GEN,TG1952PC322,,0,1952,,354276,,,322,0.531,188064,Telangana
,,,,,Lingraj Misra,,Indian National Congress,Khurda,,,Orissa,,GEN,OR1952PC190,,0,1952,,395605,,,190,0.35,138531,Orissa
,,,283,,Deshmukh Chintaman Dwarkanath,Durgabai Deshmukh,Indian National Congress,Kolaba,"Member of Constituent Assembly of India; Member, Planning Commission of India",Spouse,Bombay,Madras/Andhra Pradesh,GEN,MH1952PC78,MH1952PC78,1,1952,"1946-1950 (Constituent Assembly), 1952-1962 (Planning Commission)",352119,,,78,0.522,183658,Maharashtra
,,,,,Doddathimmiah,,Indian National Congress,Kolar,,,Mysore,,GEN,KA1952PC333,,0,1952,,741116,,,333,0.484,717848,Karnataka
,,,,,M. V. Krishnappa,,Indian National Congress,Kolar,,,Mysore,,GEN,KA1952PC333,,0,1952,,741116,,,333,0.484,717848,Karnataka
,,,,,Kumbhar Ratnappa Bharamappa,,Indian National Congress,Kolhapur Cum Satara,,,Bombay,,GEN,MH1952PC76,,0,1952,,749539,,,76,0.555,832165,Maharashtra
,,,,,Khardekar Balasaheb Hasanmantrao,,Independent,Kolhapur Cum Satara,,,Bombay,,GEN,MH1952PC76,,0,1952,,749539,,,76,0.555,832165,Maharashtra
,,,,,Chandra Sen,,Akhil Bharatiya Ram Rajya Parishad,Kotab Bundi,,,Rajasthan,,GEN,RJ1952PC362,,0,1952,,411738,,,362,0.226,93005,Rajasthan
,,,,,Nemichand Kasilwal,,Indian National Congress,Kotah Jhalawar,,,Rajasthan,,GEN,RJ1952PC363,,0,1952,,361030,,,363,0.263,94936,Rajasthan
,,,,,C. P. Mathew,,Indian National Congress,Kottayam,,,Travancore Cochin,,GEN,KL1952PC377,,0,1952,,354046,,,377,0.805,284961,Kerala
,"Kozhikode (MP), Kunnamangalam (MLA)",Kozhikode,291,,Achuthan Damodaran Menon,Leela Damodara Menon,Kisan Mazdoor Praja Party,Kozhikode,"Member of Parliament (Rajya Sabha), Member of Kerala Legislative Assembly",Spouse,Madras,Kerala,GEN,TN1952PC174,TN1952PC174,1,1952,"Member of Parliament: 1974–1980; MLA: 1957, 1960, 1980",355807,,,174,0.663,236008,Tamil Nadu
,"Multiple (Madras, Salem, etc.)",Various,292,,C. R. Narasimhan,C. Rajagopalachari,Indian National Congress,Krishnagiri,Governor-General of India (1948–1950); Premier of Madras Presidency (1937–1939); Chief Minister of Madras State (1952–1954); Governor of West Bengal (1947–1948); Union Minister of Home Affairs (1951); Leader of the Swatantra Party; President of the Salem Municipality; leader in Indian National Congress,Father,Madras,"Madras/Tamil Nadu, West Bengal, Indian Union",GEN,TN1952PC145,TN1952PC145,1,1952,"1937–1954 (multiple tenures), 1948–1950, 1947–1948, 1951",355317,,,145,0.414,147253,Tamil Nadu
,,,,,C. Ramaswamy Mudaliar,,Indian National Congress,Kumbakonam,,,Madras,,GEN,TN1952PC157,,0,1952,,361514,,,157,0.635,229457,Tamil Nadu
,,,,,H. Sitharama Reddy,,Indian National Congress,Kurnool,,,Madras,,GEN,TN1952PC132,,0,1952,,354755,,,132,0.548,194213,Tamil Nadu
,,,,,Shiv Murthy Swamy,,Independent,Kustagi,,,Hyderabad,,GEN,TG1952PC306,,0,1952,,356258,,,306,0.478,170259,Telangana
,,,,,Dholakia Gulabshanker Amrutlal,,Indian National Congress,Kutch East,,,Kutch,,GEN,GJ1952PC392,,0,1952,,147409,,,392,0.334,49236,Gujarat
,,,,,Khimji Bhawanji Arjun,,Indian National Congress,Kutch West,,,Kutch,,GEN,GJ1952PC393,,0,1952,,140991,,,393,0.499,70344,Gujarat
,Not Applicable,Allahabad,299,,Vijayalakshmi Pandit,Motilal Nehru,Indian National Congress,Lucknow District Central,"President, Indian National Congress",Father,Uttar Pradesh [1947 - 1999],Uttar Pradesh,GEN,UP1952PC247,UP1952PC247,1,1952,"1919, 1928",353447,,,247,0.42,148569,Uttar Pradesh
